570;;Father Takes a Bride;Tian-lin Wang;1963
571;;Passenger;Witold Lesiewicz, Andrzej Munk;1963
572;;An Actor's Revenge;Kon Ichikawa;1963
573;;The Haunting;Robert Wise;1963
574;;The Birds;Alfred Hitchcock;1963
575;;Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb;Stanley Kubrick;1964
576;;Mary Poppins;Robert Stevenson;1964
577;;My Fair Lady;George Cukor;1964
578;;The Killers;Don Siegel;1964
579;;Dios y el diablo en la tierra del sol;Glauber Rocha;1964
580;;The Umbrellas of Cherbourg;Jacques Demy;1964
581;;Band of Outsiders;Jean-Luc Godard;1964
582;;Onibaba;Josh Klausner;1964
583;;Goldfinger;Guy Hamilton;1964
584;;Red Desert;Michelangelo Antonioni;1964
585;;Woman in the Dunes;Hiroshi Teshigahara;1964
586;;Shadows of Forgotten Ancestors;Sergei Parajanov;1964
587;;Marnie;Alfred Hitchcock;1964
588;;The Masque of the Red Death;Roger Corman;1964
589;;Before the Revolution;Bernardo Bertolucci;1964
590;;Black God, White Devil;Glauber Rocha;1964
591;;A Hard Day's Night;Richard Lester;1964
592;;Gertrud;Carl Theodor Dreyer;1964
593;;The Demon;Kaneto Shindo;1964
594;;The Gospel According to St. Matthew;Pier Paolo Pasolini;1964
595;;Blood and Black Lace;Mario Bava;1964
596;;Bad Girls Go To Hell;Doris Wishman;1965
597;;Doctor Zhivago;David Lean;1965
598;;The Sound of Music;Robert Wise;1965
599;;Red Beard;Akira Kurosawa;1965
600;;Simon of the Desert (Simón del desierto);Luis Buñuel;1965
601;;Pierrot Goes Wild;Jean Luc Godard;1965
602;;Kwaidan;Masaki Kobayashi;1965
603;;Repulsion;Roman Polanski;1965
604;;The Shop on Main Street;Jan Kadar and Elmar Klos;1965
605;;The War Game;Peter Watkins;1965
606;;Tokyo Olympiad;Kon Ichikawa;1965
607;;Juliet of the Spirits;Federico Fellini;1965
608;;The Battle of Algiers;Gillo Pontecorvo;1965
609;;The Man Who Had His Hair Cut Short;André Delvaux;1965
610;;Alphaville (Alphaville, une Étrange Aventure de Lemmy Caution);Jean-Luc Godard;1965
611;;Chimes at Midnight;Orson Welles;1965
612;;Faster, Pussycat! Kill! Kill!;Russ Meyer;1965
613;;Vinyl;Andy Warhol;1965
614;;The Saragossa Manuscript;Wojciech Has;1965
615;;Golden River;Ritwik Ghatak;1965
616;;Who's Afraid of Virginia Woolf?;Mike Nichols;1966
617;;Made In U.S.A.;Jean-Luc Godard;1966
618;;Chelsea Girls;Andy Warhol, Paul Morrissey;1966
619;;The Sword of Doom;Kihachi Okamoto;1966
620;;Come Drink with Me;King Hu;1966
621;;The Blue and the Black;Ching Doe;1966
622;;Persona;Ingmar Bergman;1966
623;;Masculin féminin;Jean-Luc Godard;1966
624;;Seconds;John Frankenheimer;1966
625;;Blow-Up (or Blowup, Blow Up);Michelangelo Antonioni;1966
626;;Au Hasard Balthazar;Robert Bresson;1966
627;;Nayak: The Hero;Satyajit Ray;1966
628;;Daisies;Vera Chytilová;1966
629;;Hold Me While I'm Naked;George Kuchar;1966
630;;Come Drink With Me;King Hu;1966
631;;The Good, the Bad, and the Ugly;Sergio Leone;1966
632;;Masculine-Feminine (Masculin, Féminin);Jean-Luc Godard;1966
633;;The Graduate;Mike Nichols;1967
634;;Bonnie and Clyde;Arthur Penn;1967
635;;In the Heat of the Night;Norman Jewison;1967
636;;The Story of a Discharged Prisoner;Kong Lung;1967
637;;The One-Armed Swordsman;Cheh Chang;1967
638;;The Young Girls of Rochefort;Jacques Demy;1967
639;;2 or 3 Things I Know About Her;Jean-Luc Godard;1967
640;;The Godson (Le Samouraï);Jean-Pierre Melville;1967
641;;Wavelength;Michael Snow;1967
642;;In Cold Blood;Richard Brooks;1967
643;;Report;Bruce Conner;1967
644;;Two or Three Things I Know About Her;Jean-Luc Godard;1967
645;;Belle de Jour;Luis Buñuel;1967
646;;Cool Hand Luke;Stuart Rosenberg;1967
647;;Playtime;Jacques Tati;1967
648;;The Red and the White;Miklós Jancsó;1967
649;;Point Blank;John Boorman;1967
650;;Weekend;Jean-Luc Godard;1967
651;;Closely Watched Trains (Ostre Sledované Vlaky);Jiří Menzel;1967
652;;Entranced Earth;Glauber Rocha;1967
653;;Marketa Lazarová;František Vlácil;1967
654;;The Fireman's Ball;Miloš Forman;1967
655;;Viy or Spirit of Evil;Konstantin Yershov, Georgi Kropachyov;1967
656;;Hombre;Martin Ritt;1967
657;;The Jungle Book;Wolfgang Reitherman;1967
658;;Guess Who's Coming To Dinner;"Stanley Kramer
";1967
659;;Z;Costa Gavras;1968
660;;Andrei Rublev (Andrei Rublyov);Andrei Tarkovsky;1968
661;;Space Thing;Byron Mabe;1968
662;;Kuruneko;"Kaneto Shindo
";1968
663;;Innocence Unprotected;Dušan Makavejev;1968
664;;Satyricon;Federico Fellini;1968
665;;Night of the Living Dead;George A. Romero;1968
666;;Faces;John Cassavetes;1968
667;;Rosemary's Baby;Roman Polanski;1968
668;;Memories of Underdevelopment (Memorias del subdesarrollo);Tomás Gutiérrez Alea;1968
669;;Once Upon a Time in the West;Sergio Leone;1968
670;;Planet of the Apes;Franklin J. Schaffner;1968
671;;If...;Lindsay Anderson;1968
672;;David Holzman's Diary;Jim McBride;1968
673;;High School;Frederick Wiseman;1968
674;;Hour of the Wolf;Ingmar Bergman;1968
675;;2001: A Space Odyssey;Stanley Kubrick;1968
676;;Targets;Peter Bogdanovich;1968
677;;Shame;Ingmar Bergman;1968
678;;The Producers;Mel Brooks;1968
679;;The Color of Pomegranates;Sergei Parajanov;1968
680;;Midnight Cowboy;John Schlesinger;1969
681;;Butch Cassidy and the Sundance Kid;George Roy Hill;1969
682;;The Milky Way (La Voie lactée);Luis Buñuel;1969
683;;Putney Swope;Robert Downey, Sr.;1969
684;;The Cow;Dariush Mehrjui;1969
685;;A Touch of Zen;King Hu;1969
686;;Easy Rider;Dennis Hopper;1969
687;;Kes;Ken Loach;1969
688;;Lucía;Humberto Solás;1969
689;;Invocation of my Demon Brother;Kenneth Anger;1969
690;;In the Year of the Pig;Emile de Antonio;1969
691;;The Wild Bunch;Sam Peckinpah;1969
692;;My Night at Maud's (Ma Nuit Chez Maud);Eric Rohmer;1969
693;;Pat Rocco Dares;Pat Rocco;1969
694;;The Laughing Woman;Piero Schivazappa;1969
695;;Trash;Paul Morrissey;1970
696;;Five Easy Pieces ;Bob Rafelson;1970
697;;M*A*S*H;Robert Altman;1970
698;;The Wizard of Gore;Herschell Gordon Lewis;1970
699;;Patton;Franklin J. Schaffner;1970
700;;Gimme Shelter;Albert Maysles, David Maysles, Charlotte Zwerin;1970
701;;El Topo;Alejandro Jodorowsky;1970
702;;Little Big Man;Arthur Penn;1970
703;;The Conformist;Bernardo Bertolucci;1970
704;;The Spider’s Stratagem;Bernardo Bertolucci;1970
705;;The Ear;Karel Kachyna;1970
706;;The Honeymoon Killers;Leonard Kastle;1970
707;;Tristana;Luis Buñuel;1970
708;;The Butcher (Le Boucher);Claude Chabrol;1970
709;;The Bird with the Crystal Plumage ;Dario Argento;1970
710;;I Drink Your Blood;David E. Durston;1970
711;;Performance;Donald Cammell, Nicolas Roeg;1970
712;;Serene Velocity;Ernie Gehr;1970
713;;Trog;Freddie Francis;1970
714;;Zorn’s Lemma;Hollis Frampton;1970
715;;Donkey Skin;Jacques Demy;1970
716;;Deep End;Jerzy Skolimowski;1970
717;;Woodstock;Michael Wadleigh;1970
718;;Zabriskie Point;Michelangelo Antonioni;1970
719;;Gods Of The Plague;Rainer Werner Fassbinder;1970
720;;The American Soldier;Rainer Werner Fassbinder;1970
721;;Why Does Herr R. Run Amok?;Rainer Werner Fassbinder;1970
722;;Beyond The Valley Of The Dolls;Russ Meyer;1970
723;;The Garden of the Finzi-Continis;Vittorio De Sica;1970
724;;In the Folds of the Flesh;Sergio Bergonzelli;1970
725;;Forbidden Photos of a Lady Above Suspicion;Luciano Ercoli;1970
726;;The French Connection;William Friedkin;1971
727;;Selma and Her Boys;Unknown;1971
728;;Il Decameron;Pier Paolo Pasolini;1971
729;;Death in Venice;Luchino Visconti;1971
730;;The Last Picture Show;Peter Bogdanovich;1971
731;;A Clockwork Orange;Stanley Kubrick;1971
732;;The Go-Between;Joseph Losey;1971
733;;Wake in Fright;Ted Kotcheff;1971
734;;Klute;Alan J. Pakula;1971
735;;Wanda;Barbara Loden;1971
736;;Quick Billy;Bruce Baillie;1971
737;;The Devils;Ken Russell;1971
738;;The Headless Eyes;Kent Bateman;1971
739;;Murmur of the Heart;Louis Malle;1971
740;;The Sorrow and the Pity;Marcel Ophüls;1971
741;;Dirty Harry;Don Siegel;1971
742;;W.R.: Mysteries of the Organism;Dušan Makavejev;1971
743;;Electronic Labyrinth THX 1138;George Lucas;1971
744;;Shaft;Gordon Parks;1971
745;;Harold and Maude;Hal Ashby;1971
746;;The Big Doll House;Jack Hill;1971
747;;Pink Narcissus;James Bidgood;1971
748;;The Panic in Needle Park;Jerry Schatzberg;1971
749;;Willy Wonka and the Chocolate Factory;Mel Stuart;1971
750;;Sweet Sweetback's Baadasssss Song;Melvin Van Peebles;1971
751;;Get Carter;Mike Hodges;1971
752;;Red Psalm;Miklós Jancsó;1971
753;;Two-Lane Blacktop;Monte Hellman;1971
754;;Walkabout;Nicolas Roeg;1971
755;;The Hired Hand;Peter Fonda;1971
756;;Beware Of A Holy Whore;Rainer Werner Fassbinder;1971
757;;Whity;Rainer Werner Fassbinder;1971
758;;McCabe and Mrs. Miller;Robert Altman;1971
759;;Macbeth;Roman Polanski;1971
760;;Straw Dogs;Sam Peckinpah;1971
761;;Throw Away your Books, Rally in the Streets;Shuji Terayama;1971
762;;Duel;Steven Spielberg;1971
763;;The Corpse Grinders;Ted V. Mikels;1971
764;;Metastasis;Toshio Matsumoto;1971
765;;The Big Boss;Wei Lo;1971
766;;The Corpse Grinders;Ted V. Mikels;1971
767;;Boys in the Sand;Wakefield Poole;1971
768;;Tombs of the Blind Dead;Amando de Ossorio;1971
769;;Slaughter Hotel;Fernando Di Leo;1971
770;;The Night Evelyn Came Out of The Grave;Emilio Miraglia;1971
771;;Cries and Whispers;Ingmar Bergman;1972
772;;Lucifer Rising;Kenneth Anger;1972
773;;The Discreet Charm of the Bourgeoisie (Le Charme Discret de la Bourgeoisie);Luis Buñuel;1972
774;;Aguirre, the Wrath of God;Werner Herzog;1972
775;;The Godfather;Francis Ford Coppola;1972
776;;The Working Class Goes to Heaven;Elio Petri;1972
777;;The Mattei Affair ;Francesco Rosi;1972
778;;L.A. Plays Itself;Fred Halsted;1972
779;;Solaris;Andrei Tarkovsky;1972
780;;Last Tango in Paris (Ultimo Tango a Parigi);Bernardo Bertolucci;1972
781;;Cabaret;Bob Fosse;1972
782;;The Way of the Dragon;Bruce Lee;1972
783;;La chambre;Chantal Akerman;1972
784;;Hotel Monterey;Chantal Akerman;1972
785;;Super Fly;Gordon Parks Jr.;1972
786;;The Gore Gore Girls;Herschell Gordon Lewis;1972
787;;Deliverance;John Boorman;1972
788;;Fat City;John Huston;1972
789;;Pink Flamingos;John Waters;1972
790;;Private Parts;Paul Bartel;1972
791;;Reed: Insurgent Mexico;Paul Leduc;1972
792;;The Bitter Tears of Petra Von Kant (Die Bitteren Tränen der Petra Von Kant);Rainer Werner Fassbinder;1972
793;;The Merchant Of Four Seasons;Rainer Werner Fassbinder;1972
794;;Blaise Pascal;Roberto Rossellini;1972
795;;The Poseidon Adventure;Ronald Neame;1972
796;;Silent Night, Bloody Night;Theodore Gershuny;1972
797;;Intimate Confessions of a Chinese Courtesan;Yuen Chor;1972
798;;The Heartbreak Kid;Elaine May;1972
799;;Frenzy;Alfred Hitchcock;1972
800;;Sleuth;Joseph L. Mankiewicz;1972
801;;Superfly;Gordon Parks Jr.;1972
802;;Private Parts;Paul Bartel;1972
803;;The Gore Gore Girls;Herschell Gordon Lewis;1972
804;;Nights in Black Leather;Ignatio Rutkowski;1972
805;;American Cream;Rob Simple;1972
806;;All About Alice;Ray Harrison';1972
807;;Female Prisoner #701: Scorpion;Shunya Ito;1972
808;;Sweet Sugar;Michel Levesque;1972
809;;Morgiana;Juraj Herz;1972
810;;Delirium;Renato Polselli;1972
811;;Death Walks at Midnight;Luciano Ercoli;1972
812;;The Cannibal Man;Manoel de Oliveira;1972
813;;The Blood Spattered Bride;Vicente Aranda;1972
814;;All the Colours of the Dark;Sergio Martino;1972
815;;American Graffiti;George Lucas;1973
816;;The Exorcist;William Friedkin;1973
817;;The Hireling;Alan Bridges;1973
818;;Scarecrow;Jerry Schatzberg;1973
819;;The Holy Mountain;Alejandro Jodorowsky;1973
820;;Fleshpot On 42Nd Street;Andy Milligan;1973
821;;Mean Streets;Martin Scorsese;1973
822;;Amarcord;Federico Fellini;1973
823;;The Mother And The Whore;Jean Eutache;1973
824;;F for Fake (Vérités et Mensonges);Orson Welles;1973
825;;Flesh for Frankenstein;Paul Morrissey, Antonio Margheriti;1973
826;;The Age of the Medici;Roberto Rossellini;1973
827;;Serpico;Sidney Lumet;1973
828;;Badlands;Terrence Malick;1973
829;;The House of 72 Tenants;Yuen Chor;1973
830;;The Mother and the Whore (La Maman et la Putain);Jean Eustache;1973
831;;High Plains Drifter;Clint Eastwood;1973
832;;Papillon;Franklin J. Schaffner;1973
833;;The Long Goodbye;Robert Altman;1973
834;;Enter the Dragon;Robert Clouse;1973
835;;Day for Night (La Nuit Américaine);François Truffaut;1973
836;;Pat Garrett and Billy the Kid;Sam Peckinpah;1973
837;;Turkish Delight (Turks Fruit);Paul Verhoeven;1973
838;;The Spirit of the Beehive (El Espíritu de la Colmena);Victor Erice;1973
839;;The Harder They Come;Perry Henzell;1973
840;;Fantastic Planet (La Planéte Sauvage);René Laloux;1973
841;;Sleeper;Woody Allen;1973
842;;Don't Look Now;Nicholas Roeg;1973
843;;The Wicker Man;Robin Hardy;1973
844;;Flesh for Frankenstein;Paul Morrissey;1973
845;;The light from the Second Story Window;David Allen;1973
846;;The Night Before;Arch Brown;1973
847;;Brothers;Jason Sato;1973
848;;Schoolgirls in Chains;Don Jones;1973
849;;Tango of Perversion;Kostas Karagiannis;1973
850;;Torso;Sergio Martino;1973
851;;The Sinful Dwarf;Vidal Raski;1973
852;;Black Magic Rites;Renato Polselli;1973
853;;The Towering Inferno;John Guillermin;1974
854;;Chinatown;Roman Polanski;1974
855;;The Godfather: Part II;Francis Ford Coppola;1974
856;;The Sting;George Roy Hill;1974
857;;The Conversation;Francis Ford Coppola;1974
858;;Black Christmas;Bob Clark;1974
859;;Montreal Main;Frank Vitale;1974
860;;Celine and Julie Go Boating (Céline et Julie Vont en Bateau);Jacques Rivette;1974
861;;A Woman Under the Influence;John Cassavetes;1974
862;;Female Trouble;John Waters;1974
863;;Caged Heat;Jonathan Demme;1974
864;;Blood for Dracula;Paul Morrissey;1974
865;;Arabian Nights;Pier Paolo Pasolini;1974
866;;Ali: Fear Eats the Soul (Angst Essen Seele Auf);Rainer Werner Fassbinder;1974
867;;Thieves Like Us;Robert Altman ;1974
868;;Lancelot Du Lac;Robert Bresson;1974
869;;Cartesius;Roberto Rossellini;1974
870;;Butterfly Dress Pledge;Shūji Terayama;1974
871;;The Sugarland Express;Steven Spielberg;1974
872;;Wedding Trough;Thierry Zéno;1974
873;;The Texas Chainsaw Massacre;Tobe Hooper;1974
874;;Abby;William Girdler;1974
875;;Bring Me the Head of Alfredo Garcia;Sam Peckinpah;1974
876;;Dersu Uzala;Akira Kurosawa;1974
877;;Young Frankenstein;Mel Brooks;1974
878;;Blazing Saddles;Mel Brooks;1974
879;;Blood for Dracula;Paul Morrissey;1974
880;;Abby;William Girdler;1974
881;;Drive;Jack Deveau;1974
882;;Zoomerang!;Gorton Hall;1974
883;;Love thy Neighbor;Arch Brown;1974
884;;Hollywood Cowboy;Red Drayton;1974
885;;Adam & Yves;Peter de Rome;1974
886;;The Demoniacs;Jean Rollin;1974
887;;Barry Lyndon;Stanley Kubrick;1975
888;;Nashville;Robert Altman;1975
889;;Dog Day Afternoon;Sidney Lumet;1975
890;;Jaws;Steven Spielberg;1975
891;;One Flew Over the Cuckoo's Nest;Miloš Forman;1975
892;;Chronicle of the Years of Fire;Mohammed Lakhdar-Hamina;1975
893;;Mirror;Andrei Tarkovsky;1975
894;;Shivers;David Cronemberg;1975
895;;India Song;Marguerite Duras;1975
896;;The Story Of Adele H.;François Truffaut;1975
897;;The Naked Civil Servant;Jack Gold;1975
898;;The Candy Tangerine Man;Matt Cimber;1975
899;;Salò, Or The 120 Days Of Sodom;Pier Paolo Pasolini;1975
900;;Fox And His Friends;Rainer Werner Fassbinder;1975
901;;Mother Küsters Goes To Heaven;Rainer Werner Fassbinder;1975
902;;Mandingo;Richard Fleischer;1975
903;;Phantom;Toshio Matsumoto;1975
904;;The Rocky Horror Picture Show;Jim Sharman;1975
905;;Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles;Chantal Akerman;1975
906;;The Travelling Players;Theodoros Angelopoulos;1975
907;;Monty Python and the Holy Grail;Terry Gilliam and Terry Jones;1975
908;;The Wall;Constantin Vaeni;1975
909;;Manila in the Claws of Light;Lino Brocka;1975
910;;Fox and his Friends;Rainer Werner Fassbinder;1975
911;;Salo, or the 120 Days of Sodom;Pier Paolo Pasolini;1975
912;;Cría Cuervos;Carlos Saura;1975
913;;Picnic at Hanging Rock;Peter Weir;1975
914;;Both Ways;Jerry Douglas;1975
915;;Good Hot Stuff;Hand in Hand Films's;1975
916;;Sex Demon;J. C. Cricket;1975
917;;Born to Raise Hell;Roger Earl;1975
918;;Catching Up;Tom DeSimone;1975
919;;Ilsa: She Wolf of the SS;Don Edmonds;1975
920;;Strip Nude for Your Killer;Andrea Bianchi;1975
921;;Lips of Blood;Jean Rollin;1975
922;;Rocky;John G. Avildsen;1976
923;;The Network;Sidney Lumet;1976
924;;All the President's Men;Alan J. Pakula;1976
925;;Taxi Driver;Martin Scorsese;1976
926;;Carrie;Brian De Palma;1976
927;;News from Home;Chantal Akerman;1976
928;;Sebastiane;Derek Jarman, Paul Humfress;1976
929;;Black Shampoo;Greydon Clark;1976
930;;The Blank Generation;Ivan Král, Amos Poe;1976
931;;The Killing of a Chinese Bookie;John Cassavetes;1976
932;;The Private Eyes;Michael Hui;1976
933;;Tunnel Vision;Neal Israel, Bradley R Swirnoff;1976
934;;My Friends Need Killing;Paul Leder;1976
935;;Chinese Roulette;Rainer Werner Fassbinder;1976
936;;The Tenant;Roman Polanski;1976
937;;The Magic Blade;Yuen Chor;1976
938;;The Man Who Fell to Earth;Nicholas Roeg;1976
939;;The Outlaw Josey Wales;Clint Eastwood;1976
940;;In the Realm of the Senses;Nagisa Ôshima;1976
941;;1900 (Novecento);Bernardo Bertolucci;1976
942;;The Omen;Richard Donner;1976
943;;The House with Laughing Windows;Pupi Avati;1976
944;;Falconhead;Michael Zen;1976
945;;The Destroying Angel;Peter de Rome;1976
946;;Honorable Jones Comes Out;Zachary Strong;1976
947;;Kiss Today Goodbye;Francis Ellie;1976
948;;Kansas City Trucking Co.;Joe Gage;1976
949;;SS Experiment Love Camp;Sergio Garrone;1976
950;;Salon Kitty;Tinto Brass;1976
951;;Werewolf Woman;Rino Di Silvestro;1976
952;;Star Wars;George Lucas;1977
953;;Annie Hall;Woody Allen;1977
954;;Padre Padrone;Paolo and Vittorio Taviani;1977
955;;Man, Woman and Beast;Alberto Cavallone;1977
956;;The Truck;Marguerite Duras;1977
957;;Baxter, Vera Baxter;Marguerite Duras;1977
958;;Alice or the Last Escapade;Claude Chabrol;1977
959;;Suspiria;Dario Argento;1977
960;;Rabid;David Cronenberg;1977
961;;Eraserhead;David Lynch;1977
962;;The Serpent'S Egg;Ingmar Bergman;1977
963;;Emanuelle in America;Joe D'Amato;1977
964;;Exorcist II: The Heretic;John Boorman;1977
965;;Opening Night;John Cassavetes;1977
966;;The Sentinel;Michael Winner;1977
967;;Word is Out;Nancy Adair, Andrew Brown, Rob Epstein;1977
968;;Hausu;Nobuhiko Ôbayashi;1977
969;;On the Marriage Broker Joke;Owen Land;1977
970;;The Last Wave;Peter Weir;1977
971;;Fight For Your Life;Robert A. Endelson;1977
972;;Last House on Dead End Street;Roger Watkins;1977
973;;Julio comienza en julio;Silvio Caiozzi;1977
974;;Close Encounters Of The Third Kind;Steven Spielberg;1977
975;;Invisible Adversaries;Valie Exports;1977
976;;Lagado;Wener Nekes;1977
977;;The Ascent;Larisa Shepitko;1977
978;;Stroszek;Werner Herzog;1977
979;;Ceddo;Ousmane Sembene;1977
980;;The American Friend;Wim Wenders;1977
981;;Sleeping Dogs;Michael Tuchner;1977
982;;Last Chants for a Slow Dance;Jonathan Demme;1977
983;;Man of Marble;Andrzej Wajda;1977
984;;Saturday Night Fever;John Badham;1977
985;;Killer of Sheep;Charles Burnett;1977
986;;Soldier of Orange;Paul Verhoeven;1977
987;;The Hills Have Eyes;Wes Craven;1977
988;;Last House on Dead End Street;Roger Watkins;1977
989;;Rabid;David Cronenberg;1977
990;;The Sentinel;Michael Winner;1977
991;;Take One;Wakefield Poole;1977
992;;Rough Trades;Jack Deveau;1977
993;;The Gestapo's Last Orgy;Cesare Canevari;1977
994;;Jungle Holocaust;Ruggero Deodato;1977
995;;Private House of the SS;Bruno Mattei;1977
996;;The Pyjama Girl Case;Flavio Mogherini;1977
997;;The Psychic;Lucio Fulci;1977
998;;Island of Death;Nico Mastorakis;1977
999;;"The Other Side of Aspen
";Colin Myer;1978
1000;;The Deer Hunter;Michael Cimino;1978
1001;;The Tree of Wooden Clogs;Ermanno Olmi;1978
1002;;Blue Movie;Alberto Cavallone;1978
1003;;Rings of Fear;Alberto Negrin;1978
1004;;Koko: A Talking Gorilla;Barbet Schroeder;1978
1005;;Drunken Master;Woo-ping Yuen;1978
1006;;The Fury;Brian de Palma;1978
1007;;Starcrash;Luigi Cozzi;1978
1008;;Watership Down;Martin Rosen;1978
1009;;Ofrenda;Claudio Caldini;1978
1010;;The Silent Partner;Daryl Duke;1978
1011;;The Toolbox Murders;Dennis Donnelly;1978
1012;;Jubilee;Derek Jarman;1978
1013;;Ice Castles;Donald Wrye;1978
1014;;I Spit on Your Grave;Drama, Horror, Thriller;1978
1015;;Gates of Heaven;Errol Morris;1978
1016;;Halloween;John Carpenter;1978
1017;;Death on the Nile;John Guillermin;1978
1018;;The Coming of Sin;José Ramón Larraz;1978
1019;;Coma;Michael Crichton;1978
1020;;The Marriage Of Maria Braun;Rainer Werner Fassbinder;1978
1021;;In a Year with 13 Moons;Rainer Werner Fassbinder;1978
1022;;Grease;Randal Kleiser;1978
1023;;Gradiva Sketch I;Raymonde Carasco;1978
1024;;Patrick;Richard Franklin;1978
1025;;Enigma;Toshio Matsumoto;1978
1026;;Damned in Venice;Ugo Liberatore;1978
1027;;Empire of Passion;Vincenzo Natali;1978
1028;;Interiors;Woody Allen;1978
1029;;Days of Heaven;Terrence Malick;1978
1030;;The Chant of Jimmie Blacksmith;Fred Schepisi;1978
1031;;Dawn of the Dead;George A. Romero;1978
1032;;Up in Smoke;Lou Adler and Tommy Chong;1978
1033;;Shaolin Master Killer;Chang Cheh;1978
1034;;Five Deadly Venoms;Chang Cheh;1978
1035;;The Toolbox Murders;Dennis Donnelly;1978
1036;;Patrick;Richard Franklin;1978
1037;;I Spit on Your Grave;Meir Zarchi;1978
1038;;New York City Inferno;Marvin Merkins;1978
1039;;The Boys of Venice;William Higgins's ;1978
1040;;We'll Meet Again;J.C. Crickett;1978
1041;;And... God Created Men;Jean Estienne;1978
1042;;Satan's Blood;Carlos Puerto, Juan Piquer Simón;1978
1043;;All That Jazz;Bob Fosse;1979
1044;;Breaking Away;Peter Yates;1979
1045;;Apocalypse Now;Francis Ford Coppola;1979
1046;;The Tin Drum;Volker Schlöndorff;1979
1047;;Kramer vs. Kramer;Robert Benton;1979
1048;;Zoo Zéro;Alain Fleischer;1979
1049;;The Dogs;Alain Jessua;1979
1050;;Stalker;Andrei Tarkovsky;1979
1051;;The Secret;Ann Hui;1979
1052;;The Jerk;Carl Reiner;1979
1053;;Raining in the Mountain;King Hu;1979
1054;;The Homosexual Century;Lionel Soukaz;1979
1055;;Zombie;Lucio Fulci;1979
1056;;La nuit Claire;Marcel Hanoun;1979
1057;;Dirty Ho;Chia-Liang Liu;1979
1058;;Soft Fiction;Chick Strand;1979
1059;;Technology/Transformation: Wonder Woman;Dara Birnbaum;1979
1060;;The Concorde... Airport '79;David Lowell Rich;1979
1061;;The Tempest;Derek Jarman;1979
1062;;Phantasm;Don Coscarelli;1979
1063;;Pentimento;Frans Zwartjes;1979
1064;;Mad Max;George Miller;1979
1065;;The Visitor;Giulio Paradisi;1979
1066;;Angels' Brigade;Greydon Clark;1979
1067;;The Drad Mountaineer Hotel;Grigori Kromanov;1979
1068;;The Butterfly Murders;Hark Tsui;1979
1069;;Fascination;Jean Rollin;1979
1070;;Wise Blood;John Huston;1979
1071;;The Kirlian Witness;Jonathan Sarno;1979
1072;;The Third Generation;Rainer Werner Fassbinder;1979
1073;;Tarahumaras 78;Raymonde Carasco;1979
1074;;Ashanti;Richard Fleischer;1979
1075;;Galaxy Express;Rintaro;1979
1076;;Tess;Roman Polanski;1979
1077;;Grass Labyrinth;Shūji Terayama;1979
1078;;Allegoria;Stéphane Marti;1979
1079;;Life of Brian;Terry Jones;1979
1080;;White Hole;Toshio Matsumoto;1979
1081;;My Brilliant Career;Gillian Armstrong;1979
1082;;The Marriage of Maria Braun;Rainer Werner Fassbinder;1979
1083;;Nosferatu the Vampire;Werner Herzog;1979
1084;;Life of Brian;Terry Jones;1979
1085;;Real Life;Albert Brooks;1979
1086;;Alien;Ridley Scott;1979
1087;;Being There;Hal Ashby;1979
1088;;Manhattan;Woody Allen;1979
1089;;The Muppet Movie;James Frawley;1979
1090;;Christ Stopped at Eboli (Cristo si è Fermato a Eboli);Francesco Rosi;1979
1091;;The Brood;David Cronenberg;1979
1092;;Forbidden Letters;Arthur Bressan, Jr.;1979
1093;;Inches;Steve Scott;1979
1094;;The Idol;Tom DeSimone;1979
1095;;Fire Island Fever;Jack Deveau;1979
1096;;The Driller Killer;Bryan Bertino;1979
1097;;Fascination;Jean Rollin;1979
1098;;Beyond the Darkness;Joe D'Amato;1979
1099;;Manila by Night;Ishmael Bernal;1980
1100;;The Elephant Man;David Lynch;1980
1101;;Atlantic City;Louis Malle;1980
1102;;Raging Bull;Martin Scorsese;1980
1103;;Ordinary People;Robert Redford;1980
1104;;Kagemusha;Akira Kurosawa;1980
1105;;The Spooky Bunch;Ann Hui;1980
1106;;Dressed To Kill;Brian De Palma;1980
1107;;Friday the 13th;Sean S. Cunningham;1980
1108;;Altered States;Ken Russell;1980
1109;;Christmas Evil;Lewis Jackson;1980
1110;;Zombie Holocaust;Marino Girolami;1980
1111;;The Last Metro (Le Dernier Métro);François Truffaut;1980
1112;;"Dangerous Encounters of the First Kind
";Hark Tsui;1980
1113;;Star Wars: Episode V - The Empire Strikes Back;Irvin Kershner;1980
1114;;Every Man for Himself;Jean-Luc Godard;1980
1115;;Permanent Vacation;Jim Jarmusch;1980
1116;;Flash Gordon;Mike Hodges;1980
1117;;Spetters;Paul Verhoeven;1980
1118;;The Blue Lagoon;Randal Kleiser;1980
1119;;Don't Answer the Phone!;Robert Hammer;1980
1120;;The Big Red One;Samuel Fuller;1980
1121;;The Shining;Stanley Kubrick;1980
1122;;The Fog;"United States
";1980
1123;;Cruising;William Friedkin;1980
1124;;Maniac;William Lustig;1980
1125;;Loulou;Maurice Pialat;1980
1126;;Airplane!;Jim Abrahams, David Zucker, and Jerry Zucker;1980
1127;;Humanoids from the Deep;Barbara Peeters, Jimmy T. Murakami;1980
1128;;Amazon Jail;Oswaldo de Oliveira;1980
